location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
Arkansas,AR,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,14,32,49,72,140,14,32,49,72,140,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
California,CA,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,521,610,665,724,839,521,610,665,724,839,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
California,CA,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,423,563,659,767,997,423,563,659,767,997,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
California,CA,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,340,514,644,802,1169,340,514,644,802,1169,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Colorado,CO,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,144,166,179,194,221,144,166,179,194,221,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Colorado,CO,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,121,157,181,208,264,121,157,181,208,264,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Colorado,CO,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,101,146,179,220,309,101,146,179,220,309,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Connecticut,CT,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,80,96,106,118,139,80,96,106,118,139,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Connecticut,CT,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,80,110,133,158,214,80,110,133,158,214,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Connecticut,CT,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,78,126,163,210,324,78,126,163,210,324,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Delaware,DE,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,20,23,26,28,34,20,23,26,28,34,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Delaware,DE,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,16,22,27,32,42,16,22,27,32,42,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Delaware,DE,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,13,21,27,35,53,13,21,27,35,53,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
District of Columbia,DC,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,7,12,15,19,29,7,12,15,19,29,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
District of Columbia,DC,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,4,10,15,24,49,4,10,15,24,49,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
District of Columbia,DC,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,2,8,15,28,76,2,8,15,28,76,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Florida,FL,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,165,227,270,318,422,165,227,270,318,422,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Florida,FL,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,114,203,276,372,617,114,203,276,372,617,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Florida,FL,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,77,180,281,432,882,77,180,281,432,882,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Georgia,GA,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,62,86,103,122,164,62,86,103,122,164,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Georgia,GA,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,44,79,109,149,252,44,79,109,149,252,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Georgia,GA,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,31,73,114,179,372,31,73,114,179,372,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Hawaii,HI,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,7,11,14,17,25,7,11,14,17,25,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Hawaii,HI,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,5,11,16,23,43,5,11,16,23,43,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Hawaii,HI,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,3,10,17,30,72,3,10,17,30,72,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Idaho,ID,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,17,24,28,33,43,17,24,28,33,43,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Idaho,ID,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,14,24,33,44,72,14,24,33,44,72,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Idaho,ID,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,11,25,38,57,115,11,25,38,57,115,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Illinois,IL,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,238,277,300,327,377,238,277,300,327,377,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Illinois,IL,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,203,266,309,360,463,203,266,309,360,463,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Illinois,IL,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,171,254,314,389,558,171,254,314,389,558,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Indiana,IN,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,189,217,234,252,287,189,217,234,252,287,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Indiana,IN,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,173,221,254,290,365,173,221,254,290,365,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Indiana,IN,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,156,222,270,326,451,156,222,270,326,451,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Iowa,IA,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,63,74,81,89,104,63,74,81,89,104,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Iowa,IA,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,58,78,92,108,142,58,78,92,108,142,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Iowa,IA,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,53,81,102,128,188,53,81,102,128,188,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Kansas,KS,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,46,58,66,74,93,46,58,66,74,93,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Kansas,KS,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,36,55,69,86,127,36,55,69,86,127,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Kansas,KS,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,27,51,71,98,168,27,51,71,98,168,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Kentucky,KY,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,92,107,117,127,147,92,107,117,127,147,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Kentucky,KY,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,82,108,127,147,190,82,108,127,147,190,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Kentucky,KY,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,71,108,135,167,243,71,108,135,167,243,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Louisiana,LA,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,52,66,76,87,110,52,66,76,87,110,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Louisiana,LA,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,39,62,78,99,149,39,62,78,99,149,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Louisiana,LA,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,29,56,79,109,188,29,56,79,109,188,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Maine,ME,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,16,20,23,26,32,16,20,23,26,32,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Maine,ME,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,13,19,24,30,44,13,19,24,30,44,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Maine,ME,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,10,18,25,34,58,10,18,25,34,58,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Maryland,MD,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,49,64,74,86,109,49,64,74,86,109,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Maryland,MD,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,35,58,75,96,148,35,58,75,96,148,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Maryland,MD,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,25,51,75,108,199,25,51,75,108,199,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Massachusetts,MA,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,305,366,408,452,538,305,366,408,452,538,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Massachusetts,MA,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,235,329,399,478,653,235,329,399,478,653,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Massachusetts,MA,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,178,291,384,495,774,178,291,384,495,774,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Michigan,MI,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,462,533,578,625,714,462,533,578,625,714,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Michigan,MI,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,415,538,621,715,907,415,538,621,715,907,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Michigan,MI,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,368,532,649,790,1100,368,532,649,790,1100,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Minnesota,MN,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,218,246,263,282,315,218,246,263,282,315,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Minnesota,MN,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,205,253,286,323,395,205,253,286,323,395,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Minnesota,MN,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,188,257,306,364,486,188,257,306,364,486,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Mississippi,MS,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,31,41,48,56,72,31,41,48,56,72,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Mississippi,MS,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,23,38,50,65,102,23,38,50,65,102,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Mississippi,MS,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,16,34,51,74,140,16,34,51,74,140,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Missouri,MO,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,115,138,153,169,201,115,138,153,169,201,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Missouri,MO,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,91,127,154,183,248,91,127,154,183,248,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Missouri,MO,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,72,116,152,196,301,72,116,152,196,301,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Montana,MT,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,19,25,30,35,46,19,25,30,35,46,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Montana,MT,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,14,25,33,43,68,14,25,33,43,68,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Montana,MT,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,10,23,33,48,86,10,23,33,48,86,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Nebraska,NE,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,50,63,71,80,99,50,63,71,80,99,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Nebraska,NE,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,44,66,83,103,150,44,66,83,103,150,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Nebraska,NE,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,37,68,93,127,215,37,68,93,127,215,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Nevada,NV,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,30,40,47,54,69,30,40,47,54,69,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Nevada,NV,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,21,35,46,59,92,21,35,46,59,92,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Nevada,NV,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,15,30,44,64,121,15,30,44,64,121,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
New Hampshire,NH,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,38,47,53,60,73,38,47,53,60,73,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
New Hampshire,NH,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,31,45,56,69,99,31,45,56,69,99,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
New Hampshire,NH,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,24,42,57,77,125,24,42,57,77,125,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
New Jersey,NJ,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,129,169,195,226,288,129,169,195,226,288,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
New Jersey,NJ,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,94,153,198,257,398,94,153,198,257,398,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
New Jersey,NJ,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,66,136,199,287,533,66,136,199,287,533,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
New Mexico,NM,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,99,114,124,134,154,99,114,124,134,154,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
New Mexico,NM,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,81,105,122,139,176,81,105,122,139,176,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
New Mexico,NM,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,66,95,116,140,194,66,95,116,140,194,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
New York,NY,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,353,413,451,493,573,353,413,451,493,573,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
New York,NY,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,309,412,484,566,739,309,412,484,566,739,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
New York,NY,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,266,403,509,636,931,266,403,509,636,931,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
North Carolina,NC,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,103,136,158,182,235,103,136,158,182,235,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
North Carolina,NC,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,72,119,156,204,321,72,119,156,204,321,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
North Carolina,NC,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,49,104,155,227,435,49,104,155,227,435,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
North Dakota,ND,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,13,17,20,23,29,13,17,20,23,29,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
North Dakota,ND,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,9,15,19,25,39,9,15,19,25,39,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
North Dakota,ND,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,6,13,19,27,49,6,13,19,27,49,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Ohio,OH,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,320,370,401,435,499,320,370,401,435,499,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Ohio,OH,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,295,384,447,514,659,295,384,447,514,659,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Ohio,OH,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,269,395,487,597,850,269,395,487,597,850,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Oklahoma,OK,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,99,118,131,144,170,99,118,131,144,170,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Oklahoma,OK,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,88,122,146,173,233,88,122,146,173,233,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Oklahoma,OK,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,78,124,159,203,308,78,124,159,203,308,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Oregon,OR,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,29,39,46,54,69,29,39,46,54,69,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Oregon,OR,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,20,35,46,60,96,20,35,46,60,96,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Oregon,OR,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,14,30,45,67,131,14,30,45,67,131,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Pennsylvania,PA,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,555,697,788,888,1097,555,697,788,888,1097,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Pennsylvania,PA,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,414,624,776,961,1393,414,624,776,961,1393,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Pennsylvania,PA,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,304,547,748,1011,1691,304,547,748,1011,1691,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Rhode Island,RI,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,27,32,36,40,48,27,32,36,40,48,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Rhode Island,RI,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,23,32,39,47,65,23,32,39,47,65,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Rhode Island,RI,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,19,32,42,54,86,19,32,42,54,86,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
South Carolina,SC,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,49,63,72,83,104,49,63,72,83,104,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
South Carolina,SC,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,36,57,72,92,138,36,57,72,92,138,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
South Carolina,SC,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,26,50,72,101,180,26,50,72,101,180,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
South Dakota,SD,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,15,19,21,24,30,15,19,21,24,30,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
South Dakota,SD,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,10,16,20,26,39,10,16,20,26,39,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
South Dakota,SD,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,7,14,19,27,49,7,14,19,27,49,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Tennessee,TN,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,95,117,132,148,181,95,117,132,148,181,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Tennessee,TN,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,72,106,131,161,231,72,106,131,161,231,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Tennessee,TN,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,53,94,128,172,287,53,94,128,172,287,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Texas,TX,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,238,316,369,430,561,238,316,369,430,561,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Texas,TX,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,181,303,399,526,838,181,303,399,526,838,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Texas,TX,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,135,287,428,636,1224,135,287,428,636,1224,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Utah,UT,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,49,57,62,67,77,49,57,62,67,77,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Utah,UT,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,41,53,62,71,91,41,53,62,71,91,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Utah,UT,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,33,49,61,75,107,33,49,61,75,107,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Vermont,VT,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,7,10,12,14,18,7,10,12,14,18,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Vermont,VT,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,5,8,11,15,23,5,8,11,15,23,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Vermont,VT,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,3,7,10,15,29,3,7,10,15,29,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Virginia,VA,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,71,95,111,129,166,71,95,111,129,166,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Virginia,VA,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,50,83,110,143,228,50,83,110,143,228,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Virginia,VA,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,34,73,108,157,298,34,73,108,157,298,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Washington,WA,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,35,46,53,61,77,35,46,53,61,77,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Washington,WA,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,21,34,44,56,85,21,34,44,56,85,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Washington,WA,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,12,25,35,50,89,12,25,35,50,89,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
West Virginia,WV,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,95,120,137,155,192,95,120,137,155,192,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
West Virginia,WV,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,76,115,144,179,262,76,115,144,179,262,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
West Virginia,WV,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,59,107,148,201,337,59,107,148,201,337,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Wisconsin,WI,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,131,153,166,180,208,131,153,166,180,208,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Wisconsin,WI,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,111,146,170,197,253,111,146,170,197,253,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Wisconsin,WI,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,92,138,171,212,302,92,138,171,212,302,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Wyoming,WY,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,38,43,46,49,56,38,43,46,49,56,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Wyoming,WY,1,2024-12-14,2024-12-21,CEPH-Rtrend_covid,34,43,49,56,69,34,43,49,56,69,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Wyoming,WY,2,2024-12-14,2024-12-28,CEPH-Rtrend_covid,31,44,52,62,85,31,44,52,62,85,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
Puerto Rico,PR,0,2024-12-14,2024-12-14,CEPH-Rtrend_covid,96,113,123,135,157,96,113,123,135,157,CEPH Lab at Indiana University,2024-12-11,Rtrend COVID
