week_ending_date,location,location_name,value
2021-07-31,05,Arkansas,1052
2021-08-07,05,Arkansas,1130
2021-08-14,05,Arkansas,1374
2021-08-21,05,Arkansas,1211
2021-08-28,05,Arkansas,1103
2021-09-04,05,Arkansas,991
2021-09-11,05,Arkansas,863
2021-09-18,05,Arkansas,833
2021-09-25,05,Arkansas,707
2021-10-02,05,Arkansas,493
2021-10-09,05,Arkansas,453
2021-10-16,05,Arkansas,362
2021-10-23,05,Arkansas,311
2021-10-30,05,Arkansas,286
2021-11-06,05,Arkansas,241
2021-11-13,05,Arkansas,217
2021-11-20,05,Arkansas,254
2021-11-27,05,Arkansas,287
2021-12-04,05,Arkansas,396
2021-12-11,05,Arkansas,438
2021-12-18,05,Arkansas,483
2021-12-25,05,Arkansas,420
2022-01-01,05,Arkansas,639
2022-01-08,05,Arkansas,987
2022-01-15,05,Arkansas,1400
2022-01-22,05,Arkansas,1812
2022-01-29,05,Arkansas,1890
2022-02-05,05,Arkansas,1600
2022-02-12,05,Arkansas,1191
2022-02-19,05,Arkansas,834
2022-02-26,05,Arkansas,466
2022-03-05,05,Arkansas,384
2022-03-12,05,Arkansas,285
2022-03-19,05,Arkansas,342
2022-03-26,05,Arkansas,171
2022-04-02,05,Arkansas,149
2022-04-09,05,Arkansas,187
2022-04-16,05,Arkansas,139
2022-04-23,05,Arkansas,120
2022-04-30,05,Arkansas,132
2022-05-07,05,Arkansas,134
2022-05-14,05,Arkansas,132
2022-05-21,05,Arkansas,78
2022-05-28,05,Arkansas,97
2022-06-04,05,Arkansas,144
2022-06-11,05,Arkansas,179
2022-06-18,05,Arkansas,202
2022-06-25,05,Arkansas,237
2022-07-02,05,Arkansas,318
2022-07-09,05,Arkansas,374
2022-07-16,05,Arkansas,465
2022-07-23,05,Arkansas,511
2022-07-30,05,Arkansas,444
2022-08-06,05,Arkansas,428
2022-08-13,05,Arkansas,412
2022-08-20,05,Arkansas,386
2022-08-27,05,Arkansas,351
2022-09-03,05,Arkansas,327
2022-09-10,05,Arkansas,304
2022-09-17,05,Arkansas,333
2022-09-24,05,Arkansas,288
2022-10-01,05,Arkansas,241
2022-10-08,05,Arkansas,180
2022-10-15,05,Arkansas,132
2022-10-22,05,Arkansas,127
2022-10-29,05,Arkansas,134
2022-11-05,05,Arkansas,144
2022-11-12,05,Arkansas,117
2022-11-19,05,Arkansas,143
2022-11-26,05,Arkansas,144
2022-12-03,05,Arkansas,240
2022-12-10,05,Arkansas,249
2022-12-17,05,Arkansas,302
2022-12-24,05,Arkansas,327
2022-12-31,05,Arkansas,438
2023-01-07,05,Arkansas,473
2023-01-14,05,Arkansas,420
2023-01-21,05,Arkansas,286
2023-01-28,05,Arkansas,236
2023-02-04,05,Arkansas,193
2023-02-11,05,Arkansas,185
2023-02-18,05,Arkansas,188
2023-02-25,05,Arkansas,180
2023-03-04,05,Arkansas,168
2023-03-11,05,Arkansas,159
2023-03-18,05,Arkansas,136
2023-03-25,05,Arkansas,142
2023-04-01,05,Arkansas,118
2023-04-08,05,Arkansas,102
2023-04-15,05,Arkansas,119
2023-04-22,05,Arkansas,103
2023-04-29,05,Arkansas,90
2023-05-06,05,Arkansas,91
2023-05-13,05,Arkansas,132
2023-05-20,05,Arkansas,103
2023-05-27,05,Arkansas,91
2023-06-03,05,Arkansas,72
2023-06-10,05,Arkansas,67
2023-06-17,05,Arkansas,82
2023-06-24,05,Arkansas,92
2023-07-01,05,Arkansas,52
2023-07-08,05,Arkansas,35
2023-07-15,05,Arkansas,51
2023-07-22,05,Arkansas,58
2023-07-29,05,Arkansas,77
2023-08-05,05,Arkansas,106
2023-08-12,05,Arkansas,124
2023-08-19,05,Arkansas,182
2023-08-26,05,Arkansas,234
2023-09-02,05,Arkansas,244
2023-09-09,05,Arkansas,318
2023-09-16,05,Arkansas,296
2023-09-23,05,Arkansas,240
2023-09-30,05,Arkansas,210
2023-10-07,05,Arkansas,186
2023-10-14,05,Arkansas,118
2023-10-21,05,Arkansas,137
2023-10-28,05,Arkansas,142
2023-11-04,05,Arkansas,164
2023-11-11,05,Arkansas,189
2023-11-18,05,Arkansas,154
2023-11-25,05,Arkansas,170
2023-12-02,05,Arkansas,235
2023-12-09,05,Arkansas,311
2023-12-16,05,Arkansas,310
2023-12-23,05,Arkansas,338
2023-12-30,05,Arkansas,338
2024-01-06,05,Arkansas,439
2024-01-13,05,Arkansas,384
2024-01-20,05,Arkansas,334
2024-01-27,05,Arkansas,286
2024-02-03,05,Arkansas,256
2024-02-10,05,Arkansas,292
2024-02-17,05,Arkansas,238
2024-02-24,05,Arkansas,224
2024-03-02,05,Arkansas,221
2024-03-09,05,Arkansas,212
2024-03-16,05,Arkansas,171
2024-03-23,05,Arkansas,140
2024-03-30,05,Arkansas,104
2024-04-06,05,Arkansas,83
2024-04-13,05,Arkansas,64
2024-04-20,05,Arkansas,56
2024-04-27,05,Arkansas,53
2024-05-04,05,Arkansas,26
2024-05-11,05,Arkansas,10
2024-05-18,05,Arkansas,10
2024-05-25,05,Arkansas,28
2024-06-01,05,Arkansas,8
2024-06-08,05,Arkansas,20
2024-06-15,05,Arkansas,20
2024-06-22,05,Arkansas,28
2024-06-29,05,Arkansas,31
2024-07-06,05,Arkansas,44
2024-07-13,05,Arkansas,58
2024-07-20,05,Arkansas,52
2024-07-27,05,Arkansas,65
2024-08-03,05,Arkansas,76
2024-08-10,05,Arkansas,114
2024-08-17,05,Arkansas,110
2024-08-24,05,Arkansas,139
2024-08-31,05,Arkansas,116
2024-09-07,05,Arkansas,116
2024-09-14,05,Arkansas,103
2024-09-21,05,Arkansas,73
2024-09-28,05,Arkansas,83
2024-10-05,05,Arkansas,23
2024-10-12,05,Arkansas,1
2024-10-19,05,Arkansas,12
2024-10-26,05,Arkansas,20
2024-11-02,05,Arkansas,35
2024-11-09,05,Arkansas,59
2024-11-16,05,Arkansas,41
2024-11-23,05,Arkansas,51
2020-08-08,60,American Samoa,NA
2020-08-15,60,American Samoa,NA
2020-08-22,60,American Samoa,NA
2020-08-29,60,American Samoa,NA
2020-09-05,60,American Samoa,NA
2020-09-12,60,American Samoa,NA
2020-09-19,60,American Samoa,NA
2020-09-26,60,American Samoa,NA
2020-10-03,60,American Samoa,NA
2020-10-10,60,American Samoa,NA
2020-10-17,60,American Samoa,NA
2020-10-24,60,American Samoa,NA
2020-10-31,60,American Samoa,NA
2020-11-07,60,American Samoa,NA
2020-11-14,60,American Samoa,NA
2020-11-21,60,American Samoa,NA
2020-11-28,60,American Samoa,NA
2020-12-05,60,American Samoa,NA
2020-12-12,60,American Samoa,NA
2020-12-19,60,American Samoa,NA
2020-12-26,60,American Samoa,NA
2021-01-02,60,American Samoa,NA
2021-01-09,60,American Samoa,NA
2021-01-16,60,American Samoa,NA
2021-01-23,60,American Samoa,NA
2021-01-30,60,American Samoa,NA
2021-02-06,60,American Samoa,NA
2021-02-13,60,American Samoa,NA
2021-02-20,60,American Samoa,NA
2021-02-27,60,American Samoa,NA
2021-03-06,60,American Samoa,NA
2021-03-13,60,American Samoa,NA
2021-03-20,60,American Samoa,NA
2021-03-27,60,American Samoa,NA
2021-04-03,60,American Samoa,NA
2021-04-10,60,American Samoa,NA
2021-04-17,60,American Samoa,NA
2021-04-24,60,American Samoa,NA
2021-05-01,60,American Samoa,NA
2021-05-08,60,American Samoa,NA
2021-05-15,60,American Samoa,NA
2021-05-22,60,American Samoa,NA
2021-05-29,60,American Samoa,NA
2021-06-05,60,American Samoa,NA
2021-06-12,60,American Samoa,NA
2021-06-19,60,American Samoa,NA
2021-06-26,60,American Samoa,NA
2021-07-03,60,American Samoa,NA
2021-07-10,60,American Samoa,NA
2021-07-17,60,American Samoa,NA
2021-07-24,60,American Samoa,NA
2021-07-31,60,American Samoa,NA
2021-08-07,60,American Samoa,NA
2021-08-14,60,American Samoa,NA
2021-08-21,60,American Samoa,NA
2021-08-28,60,American Samoa,0
2021-09-04,60,American Samoa,0
2021-09-11,60,American Samoa,0
2021-09-18,60,American Samoa,0
2021-09-25,60,American Samoa,0
2021-10-02,60,American Samoa,0
2021-10-09,60,American Samoa,0
2021-10-16,60,American Samoa,0
2021-10-23,60,American Samoa,0
2021-10-30,60,American Samoa,0
2021-11-06,60,American Samoa,0
2021-11-13,60,American Samoa,0
2021-11-20,60,American Samoa,0
2021-11-27,60,American Samoa,0
2021-12-04,60,American Samoa,0
2021-12-11,60,American Samoa,0
2021-12-18,60,American Samoa,0
2021-12-25,60,American Samoa,0
2022-01-01,60,American Samoa,0
2022-01-08,60,American Samoa,0
2022-01-15,60,American Samoa,0
2022-01-22,60,American Samoa,0
2022-01-29,60,American Samoa,0
2022-02-05,60,American Samoa,0
2022-02-12,60,American Samoa,0
2022-02-19,60,American Samoa,0
2022-02-26,60,American Samoa,1
2022-03-05,60,American Samoa,6
2022-03-12,60,American Samoa,4
2022-03-19,60,American Samoa,7
2022-03-26,60,American Samoa,12
2022-04-02,60,American Samoa,18
2022-04-09,60,American Samoa,45
2022-04-16,60,American Samoa,19
2022-04-23,60,American Samoa,6
2022-04-30,60,American Samoa,1
2022-05-07,60,American Samoa,0
2022-05-14,60,American Samoa,0
2022-05-21,60,American Samoa,0
2022-05-28,60,American Samoa,9
2022-06-04,60,American Samoa,2
2022-06-11,60,American Samoa,3
2022-06-18,60,American Samoa,3
2022-06-25,60,American Samoa,4
2022-07-02,60,American Samoa,14
2022-07-09,60,American Samoa,40
2022-07-16,60,American Samoa,42
2022-07-23,60,American Samoa,13
2022-07-30,60,American Samoa,6
2022-08-06,60,American Samoa,1
2022-08-13,60,American Samoa,1
2022-08-20,60,American Samoa,1
2022-08-27,60,American Samoa,0
2022-09-03,60,American Samoa,1
2022-09-10,60,American Samoa,1
2022-09-17,60,American Samoa,0
2022-09-24,60,American Samoa,0
2022-10-01,60,American Samoa,0
2022-10-08,60,American Samoa,0
2022-10-15,60,American Samoa,0
2022-10-22,60,American Samoa,0
2022-10-29,60,American Samoa,0
2022-11-05,60,American Samoa,0
2022-11-12,60,American Samoa,0
2022-11-19,60,American Samoa,1
2022-11-26,60,American Samoa,1
2022-12-03,60,American Samoa,1
2022-12-10,60,American Samoa,0
2022-12-17,60,American Samoa,0
2022-12-24,60,American Samoa,0
2022-12-31,60,American Samoa,0
2023-01-07,60,American Samoa,0
2023-01-14,60,American Samoa,0
2023-01-21,60,American Samoa,0
2023-01-28,60,American Samoa,0
2023-02-04,60,American Samoa,0
2023-02-11,60,American Samoa,0
2023-02-18,60,American Samoa,0
2023-02-25,60,American Samoa,0
2023-03-04,60,American Samoa,0
2023-03-11,60,American Samoa,0
2023-03-18,60,American Samoa,0
2023-03-25,60,American Samoa,0
2023-04-01,60,American Samoa,0
2023-04-08,60,American Samoa,0
2023-04-15,60,American Samoa,0
2023-04-22,60,American Samoa,0
2023-04-29,60,American Samoa,0
2023-05-06,60,American Samoa,0
2023-05-13,60,American Samoa,0
2023-05-20,60,American Samoa,0
2023-05-27,60,American Samoa,0
2023-06-03,60,American Samoa,0
2023-06-10,60,American Samoa,0
2023-06-17,60,American Samoa,0
2023-06-24,60,American Samoa,0
2023-07-01,60,American Samoa,0
2023-07-08,60,American Samoa,0
2023-07-15,60,American Samoa,0
2023-07-22,60,American Samoa,0
2023-07-29,60,American Samoa,0
2023-08-05,60,American Samoa,0
2023-08-12,60,American Samoa,0
2023-08-19,60,American Samoa,0
2023-08-26,60,American Samoa,0
2023-09-02,60,American Samoa,0
2023-09-09,60,American Samoa,0
2023-09-16,60,American Samoa,0
2023-09-23,60,American Samoa,0
2023-09-30,60,American Samoa,0
2023-10-07,60,American Samoa,0
