location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
Colorado,CO,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,122,147,163,180,214,122,147,163,180,214,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Colorado,CO,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,102,143,171,204,276,102,143,171,204,276,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Colorado,CO,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,84,136,176,227,349,84,136,176,227,349,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Connecticut,CT,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,55,73,85,99,129,55,73,85,99,129,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Connecticut,CT,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,44,73,96,126,201,44,73,96,126,201,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Connecticut,CT,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,34,72,108,160,308,34,72,108,160,308,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Delaware,DE,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,15,19,22,25,32,15,19,22,25,32,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Delaware,DE,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,11,18,23,30,45,11,18,23,30,45,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Delaware,DE,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,8,16,24,33,58,8,16,24,33,58,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
District of Columbia,DC,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,14,21,26,32,45,14,21,26,32,45,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
District of Columbia,DC,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,10,20,29,42,74,10,20,29,42,74,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
District of Columbia,DC,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,7,18,31,49,101,7,18,31,49,101,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Florida,FL,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,175,262,323,392,547,175,262,323,392,547,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Florida,FL,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,108,224,327,466,847,108,224,327,466,847,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Florida,FL,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,67,191,327,542,1244,67,191,327,542,1244,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Georgia,GA,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,38,61,78,99,147,38,61,78,99,147,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Georgia,GA,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,22,52,81,122,245,22,52,81,122,245,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Georgia,GA,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,12,43,82,149,394,12,43,82,149,394,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Hawaii,HI,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,10,14,18,21,30,10,14,18,21,30,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Hawaii,HI,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,6,12,18,26,47,6,12,18,26,47,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Hawaii,HI,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,4,11,18,30,68,4,11,18,30,68,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Idaho,ID,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,11,18,23,28,41,11,18,23,28,41,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Idaho,ID,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,7,15,23,35,67,7,15,23,35,67,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Idaho,ID,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,4,13,24,42,106,4,13,24,42,106,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Illinois,IL,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,194,235,261,290,346,194,235,261,290,346,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Illinois,IL,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,165,233,282,338,464,165,233,282,338,464,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Illinois,IL,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,138,226,297,386,604,138,226,297,386,604,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Indiana,IN,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,130,157,174,194,230,130,157,174,194,230,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Indiana,IN,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,106,148,179,215,294,106,148,179,215,294,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Indiana,IN,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,85,138,182,236,367,85,138,182,236,367,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Iowa,IA,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,32,42,49,56,72,32,42,49,56,72,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Iowa,IA,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,23,38,50,65,101,23,38,50,65,101,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Iowa,IA,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,17,34,50,74,139,17,34,50,74,139,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Kansas,KS,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,31,45,55,67,94,31,45,55,67,94,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Kansas,KS,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,19,39,57,80,144,19,39,57,80,144,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Kansas,KS,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,12,34,57,93,209,12,34,57,93,209,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Kentucky,KY,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,77,93,103,114,137,77,93,103,114,137,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Kentucky,KY,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,61,86,104,125,172,61,86,104,125,172,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Kentucky,KY,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,48,79,104,136,211,48,79,104,136,211,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Louisiana,LA,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,47,60,68,78,97,47,60,68,78,97,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Louisiana,LA,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,34,53,67,84,125,34,53,67,84,125,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Louisiana,LA,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,24,46,64,89,156,24,46,64,89,156,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Maine,ME,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,15,21,25,30,39,15,21,25,30,39,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Maine,ME,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,10,18,25,34,57,10,18,25,34,57,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Maine,ME,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,6,15,25,38,80,6,15,25,38,80,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Maryland,MD,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,53,69,79,90,114,53,69,79,90,114,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Maryland,MD,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,39,61,78,99,149,39,61,78,99,149,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Maryland,MD,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,28,54,76,107,190,28,54,76,107,190,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Massachusetts,MA,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,217,297,350,411,543,217,297,350,411,543,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Massachusetts,MA,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,149,260,349,466,757,149,260,349,466,757,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Massachusetts,MA,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,97,222,342,516,1021,97,222,342,516,1021,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Michigan,MI,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,439,521,573,629,740,439,521,573,629,740,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Michigan,MI,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,367,501,593,702,936,367,501,593,702,936,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Michigan,MI,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,301,472,604,764,1145,301,472,604,764,1145,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Minnesota,MN,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,176,209,230,252,296,176,209,230,252,296,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Minnesota,MN,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,145,198,235,277,368,145,198,235,277,368,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Minnesota,MN,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,118,184,236,299,447,118,184,236,299,447,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Mississippi,MS,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,29,37,43,49,62,29,37,43,49,62,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Mississippi,MS,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,22,35,45,57,87,22,35,45,57,87,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Mississippi,MS,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,16,33,46,66,117,16,33,46,66,117,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Missouri,MO,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,149,176,193,212,248,149,176,193,212,248,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Missouri,MO,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,134,181,214,252,332,134,181,214,252,332,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Missouri,MO,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,118,182,231,290,427,118,182,231,290,427,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Montana,MT,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,16,21,25,29,38,16,21,25,29,38,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Montana,MT,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,13,22,30,39,63,13,22,30,39,63,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Montana,MT,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,10,23,34,51,97,10,23,34,51,97,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Nebraska,NE,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,20,29,34,41,56,20,29,34,41,56,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Nebraska,NE,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,13,25,35,48,82,13,25,35,48,82,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Nebraska,NE,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,9,22,35,55,118,9,22,35,55,118,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Nevada,NV,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,21,30,36,44,59,21,30,36,44,59,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Nevada,NV,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,13,25,35,48,82,13,25,35,48,82,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Nevada,NV,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,8,20,33,52,110,8,20,33,52,110,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
New Hampshire,NH,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,35,47,54,62,80,35,47,54,62,80,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
New Hampshire,NH,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,25,41,54,70,108,25,41,54,70,108,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
New Hampshire,NH,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,17,36,53,77,142,17,36,53,77,142,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
New Jersey,NJ,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,93,142,180,223,319,93,142,180,223,319,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
New Jersey,NJ,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,55,121,181,266,507,55,121,181,266,507,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
New Jersey,NJ,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,31,102,181,316,772,31,102,181,316,772,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
New Mexico,NM,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,95,112,123,135,159,95,112,123,135,159,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
New Mexico,NM,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,86,115,136,159,209,86,115,136,159,209,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
New Mexico,NM,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,74,112,141,175,249,74,112,141,175,249,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
New York,NY,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,314,378,419,463,551,314,378,419,463,551,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
New York,NY,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,260,364,438,525,714,260,364,438,525,714,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
New York,NY,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,212,345,451,584,902,212,345,451,584,902,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
North Carolina,NC,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,97,134,160,189,252,97,134,160,189,252,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
North Carolina,NC,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,63,115,157,212,357,63,115,157,212,357,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
North Carolina,NC,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,41,98,156,240,511,41,98,156,240,511,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
North Dakota,ND,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,10,15,18,22,32,10,15,18,22,32,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
North Dakota,ND,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,7,14,21,29,53,7,14,21,29,53,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
North Dakota,ND,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,5,13,22,37,81,5,13,22,37,81,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Ohio,OH,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,231,278,307,340,403,231,278,307,340,403,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Ohio,OH,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,178,247,297,353,479,178,247,297,353,479,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Ohio,OH,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,135,216,281,362,557,135,216,281,362,557,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Oklahoma,OK,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,51,65,74,85,106,51,65,74,85,106,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Oklahoma,OK,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,40,62,79,100,150,40,62,79,100,150,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Oklahoma,OK,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,31,59,83,116,203,31,59,83,116,203,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Oregon,OR,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,42,57,67,79,104,42,57,67,79,104,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Oregon,OR,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,29,51,69,92,150,29,51,69,92,150,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Oregon,OR,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,20,46,70,106,213,20,46,70,106,213,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Pennsylvania,PA,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,824,966,1055,1151,1336,824,966,1055,1151,1336,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Pennsylvania,PA,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,661,875,1029,1196,1557,661,875,1029,1196,1557,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Pennsylvania,PA,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,515,775,972,1204,1740,515,775,972,1204,1740,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Rhode Island,RI,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,21,27,30,34,42,21,27,30,34,42,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Rhode Island,RI,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,18,26,33,40,58,18,26,33,40,58,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Rhode Island,RI,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,14,25,35,47,79,14,25,35,47,79,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
South Carolina,SC,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,49,62,70,79,99,49,62,70,79,99,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
South Carolina,SC,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,35,55,69,86,126,35,55,69,86,126,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
South Carolina,SC,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,26,48,66,92,158,26,48,66,92,158,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
South Dakota,SD,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,29,35,39,44,53,29,35,39,44,53,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
South Dakota,SD,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,25,36,43,52,72,25,36,43,52,72,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
South Dakota,SD,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,21,35,46,61,95,21,35,46,61,95,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Tennessee,TN,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,83,109,126,145,187,83,109,126,145,187,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Tennessee,TN,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,59,97,126,163,252,59,97,126,163,252,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Tennessee,TN,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,42,85,124,180,333,42,85,124,180,333,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Texas,TX,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,155,237,294,365,522,155,237,294,365,522,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Texas,TX,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,97,208,311,456,856,97,208,311,456,856,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Texas,TX,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,60,181,325,560,1380,60,181,325,560,1380,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Utah,UT,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,42,51,57,64,78,42,51,57,64,78,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Utah,UT,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,34,49,61,74,106,34,49,61,74,106,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Utah,UT,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,27,47,64,85,139,27,47,64,85,139,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Vermont,VT,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,13,17,19,22,29,13,17,19,22,29,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Vermont,VT,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,10,17,21,27,41,10,17,21,27,41,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Vermont,VT,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,8,15,22,30,52,8,15,22,30,52,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Virginia,VA,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,51,77,96,118,168,51,77,96,118,168,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Virginia,VA,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,28,60,88,129,242,28,60,88,129,242,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Virginia,VA,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,15,46,81,138,327,15,46,81,138,327,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Washington,WA,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,53,79,96,117,162,53,79,96,117,162,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Washington,WA,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,34,69,98,139,240,34,69,98,139,240,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Washington,WA,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,22,58,96,154,319,22,58,96,154,319,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
West Virginia,WV,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,97,116,127,140,164,97,116,127,140,164,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
West Virginia,WV,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,86,117,139,165,219,86,117,139,165,219,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
West Virginia,WV,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,74,116,149,189,286,74,116,149,189,286,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Wisconsin,WI,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,111,137,153,171,206,111,137,153,171,206,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Wisconsin,WI,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,87,125,154,187,262,87,125,154,187,262,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Wisconsin,WI,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,66,114,152,203,325,66,114,152,203,325,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Wyoming,WY,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,25,35,40,46,58,25,35,40,46,58,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Wyoming,WY,1,2024-11-30,2024-12-07,CEPH-Rtrend_covid,17,31,39,50,76,17,31,39,50,76,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Wyoming,WY,2,2024-11-30,2024-12-14,CEPH-Rtrend_covid,11,26,38,55,101,11,26,38,55,101,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
Puerto Rico,PR,0,2024-11-30,2024-11-30,CEPH-Rtrend_covid,13,22,29,37,56,13,22,29,37,56,CEPH Lab at Indiana University,2024-11-27,Rtrend COVID
